Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
7/1/14,walking,walking,2014-07-01T00:04:26+02:00,2014-07-01T00:04:56+02:00,30,0.015,30,0
7/1/14,walking,walking,2014-07-01T08:32:54+02:00,2014-07-01T08:37:34+02:00,280,0.348,464,0
7/1/14,walking,walking,2014-07-01T08:43:19+02:00,2014-07-01T08:50:15+02:00,416,0.825,688,0
7/1/14,walking,walking,2014-07-01T08:50:15+02:00,2014-07-01T08:51:06+02:00,51,0.037,74,0
7/1/14,walking,walking,2014-07-01T10:17:04+02:00,2014-07-01T10:18:27+02:00,83,0.056,112,0
7/1/14,walking,walking,2014-07-01T11:02:51+02:00,2014-07-01T11:02:54+02:00,3,0.002,3,0
7/1/14,walking,walking,2014-07-01T12:27:49+02:00,2014-07-01T12:34:35+02:00,406,0.482,643,0
7/1/14,walking,walking,2014-07-01T13:00:00+02:00,2014-07-01T13:01:41+02:00,101,0.075,151,0
7/1/14,walking,walking,2014-07-01T13:06:59+02:00,2014-07-01T13:13:03+02:00,364,0.500,538,0
7/1/14,walking,walking,2014-07-01T13:16:49+02:00,2014-07-01T13:16:51+02:00,2,0.001,2,0
7/1/14,walking,walking,2014-07-01T15:04:45+02:00,2014-07-01T15:06:48+02:00,123,0.122,162,0
7/1/14,walking,walking,2014-07-01T15:15:09+02:00,2014-07-01T15:19:06+02:00,237,0.430,359,0
7/1/14,walking,walking,2014-07-01T15:19:05+02:00,2014-07-01T15:26:29+02:00,444,0.576,767,0
7/1/14,transport,transport,2014-07-01T15:28:10+02:00,2014-07-01T15:37:36+02:00,566,2.010,0,0
7/1/14,walking,walking,2014-07-01T15:37:36+02:00,2014-07-01T15:46:20+02:00,524,0.430,779,0
7/1/14,walking,walking,2014-07-01T15:46:21+02:00,2014-07-01T15:46:22+02:00,1,0.001,2,0
7/1/14,walking,walking,2014-07-01T15:50:21+02:00,2014-07-01T16:25:42+02:00,2121,2.224,3267,0
7/1/14,walking,walking,2014-07-01T16:25:42+02:00,2014-07-01T16:26:42+02:00,60,0.046,92,0
7/1/14,walking,walking,2014-07-01T16:27:15+02:00,2014-07-01T16:30:25+02:00,190,0.202,269,0
7/1/14,walking,walking,2014-07-01T16:59:42+02:00,2014-07-01T17:10:40+02:00,658,0.641,947,0
7/1/14,walking,walking,2014-07-01T17:11:21+02:00,2014-07-01T17:11:52+02:00,31,0.021,41,0
7/1/14,transport,transport,2014-07-01T17:15:54+02:00,2014-07-01T17:22:24+02:00,390,1.687,0,0
7/1/14,walking,walking,2014-07-01T17:22:23+02:00,2014-07-01T17:35:45+02:00,802,0.884,1159,0
7/1/14,walking,walking,2014-07-01T18:18:49+02:00,2014-07-01T18:24:22+02:00,333,0.379,505,0
7/1/14,walking,walking,2014-07-01T18:33:42+02:00,2014-07-01T18:41:59+02:00,497,0.519,688,0
7/1/14,transport,transport,2014-07-01T18:41:59+02:00,2014-07-01T18:50:30+02:00,511,0.711,0,0
7/1/14,walking,walking,2014-07-01T18:50:30+02:00,2014-07-01T18:55:35+02:00,305,0.477,540,0
7/1/14,walking,walking,2014-07-01T18:55:35+02:00,2014-07-01T18:56:05+02:00,30,0.025,50,0
7/1/14,walking,walking,2014-07-01T19:22:46+02:00,2014-07-01T19:22:57+02:00,11,0.008,15,0
7/1/14,walking,walking,2014-07-01T21:31:42+02:00,2014-07-01T21:32:05+02:00,23,0.014,29,0
7/1/14,walking,walking,2014-07-01T22:41:47+02:00,2014-07-01T22:45:17+02:00,210,0.211,423,0
7/1/14,walking,walking,2014-07-01T22:45:17+02:00,2014-07-01T22:45:34+02:00,17,0.015,30,0
7/1/14,walking,walking,2014-07-01T23:25:13+02:00,2014-07-01T23:25:52+02:00,39,0.030,59,0
7/1/14,walking,walking,2014-07-01T23:26:05+02:00,2014-07-01T23:28:43+02:00,158,0.209,284,0
7/1/14,walking,walking,2014-07-01T23:28:43+02:00,2014-07-01T23:29:31+02:00,48,0.031,62,0
