Date,Type,Name,Start,End,Duration
8/12/14,place,Place in Darmstadt,2014-08-12T00:00:00+02:00,2014-08-12T08:48:59+02:00,31739
8/12/14,move,walking,2014-08-12T08:48:59+02:00,2014-08-12T08:53:54+02:00,295
8/12/14,place,Place in Darmstadt,2014-08-12T08:53:55+02:00,2014-08-12T09:12:17+02:00,1102
8/12/14,move,transport,2014-08-12T09:12:17+02:00,2014-08-12T09:26:36+02:00,859
8/12/14,move,walking,2014-08-12T09:26:37+02:00,2014-08-12T09:33:18+02:00,401
8/12/14,move,walking,2014-08-12T09:33:17+02:00,2014-08-12T09:34:17+02:00,60
8/12/14,place,Place in Darmstadt,2014-08-12T09:34:17+02:00,2014-08-12T12:31:17+02:00,10620
8/12/14,move,walking,2014-08-12T12:31:17+02:00,2014-08-12T12:36:59+02:00,342
8/12/14,place,Place in Darmstadt,2014-08-12T12:36:59+02:00,2014-08-12T12:49:15+02:00,736
8/12/14,move,transport,2014-08-12T12:49:15+02:00,2014-08-12T13:02:07+02:00,772
8/12/14,place,Place in Darmstadt,2014-08-12T13:02:07+02:00,2014-08-12T13:09:22+02:00,435
8/12/14,move,walking,2014-08-12T13:09:22+02:00,2014-08-12T13:15:23+02:00,361
8/12/14,place,Place in Darmstadt,2014-08-12T13:15:23+02:00,2014-08-12T13:52:33+02:00,2230
8/12/14,move,walking,2014-08-12T13:52:33+02:00,2014-08-12T14:10:18+02:00,1065
8/12/14,place,Place in Maschinenhaus,2014-08-12T14:10:18+02:00,2014-08-12T15:42:24+02:00,5526
8/12/14,move,walking,2014-08-12T15:42:24+02:00,2014-08-12T15:51:30+02:00,546
8/12/14,place,Place in Darmstadt,2014-08-12T15:51:30+02:00,2014-08-12T15:55:11+02:00,221
8/12/14,move,walking,2014-08-12T15:55:11+02:00,2014-08-12T16:01:26+02:00,375
8/12/14,place,Place in Darmstadt,2014-08-12T16:01:25+02:00,2014-08-12T21:15:11+02:00,18826
8/12/14,move,walking,2014-08-12T21:15:11+02:00,2014-08-12T21:20:19+02:00,308
8/12/14,place,Place in Studentenwohnheim Karlshof,2014-08-12T21:20:20+02:00,2014-08-12T22:13:56+02:00,3216
8/12/14,move,walking,2014-08-12T22:13:56+02:00,2014-08-12T22:16:33+02:00,157
8/12/14,place,Place in Darmstadt,2014-08-12T22:16:33+02:00,2014-08-13T00:00:00+02:00,6207
